性价比一般,系统LINUX用不习惯.重装XP系统难,搞了半天才搞得出来.发现电脑右下角有一条很丝的裂纹,不容易发现.凑合用吧	0
1 钢琴漆，很滑很亮。2 LED宽屏，看起来很爽3 按键很舒服4 活动赠品多	1
用了几天了，总体感觉还行，没发现什么问题。京东的速度没的说，头一天晚上下单，第二天就通知取货！	1
发热大，没有所谓的ECO，麦克风延迟严重，没有Type II PC卡插槽。。。	0
京东的快递人员确实够烂，下单时声明了送货前要打电话，电话没打来，在公司吃午饭的时候送货，因为是公司采购，午休没到上班时间，财务不在，支票不能开，稍微等了5分钟就不耐烦了，还骂粗话，京东还是要把握好细节	0
性能不错，比较满意，配置比较合理！外观也漂亮，人像识别老好玩的！看高清流畅！	1
n280性能还行，做工细致。用过好几款上网本，键盘算是上网本当中最舒服的了。wifi配合我的tp-link 841n实现300m速度，很棒！无线驱动安装最好去华硕官网下载最新版，随批次不同有三款不同无线网卡。SD卡槽完全没入机身，不像有的上网本露出一节在外面。本批次硬盘是希捷9，HD性能测试略低，用用感觉一般，声音小。屏幕最高亮度比其他上网本略低。	1
很高端的一款机器，以前卖场都卖的很贵，415出来以后，这个就降价了。大家反应这款的性能都不错，镁铝合金，防滚架。。。对于4999的价钱来讲，确实很无敌	1
应该直接装xp,没有驱动盘,开机时光驱声音很响,京东又不解决,叫我自己直接联系thinkpad,不方便,还没解决	0
不太喜欢LED背光，色彩看上去不舒服，还是普通的CCFL好（CCFL 5.6英寸，显示1024 x 600，都比8.9 LED背光的要好）	0
显卡，CPU对于主流游戏来说已经够用了；电脑整体做工也还算优良，散热挺好的。	1
外观时尚，配置感觉比较高.但无调制解调器，虽然用的机会不多，但是偶尔需要传真时很好用。虽然是LED背光屏，但看不出色彩有比较好。提货处的工作人员中，居然没有技术人员，自己拆机验机没人过问，问个简单的问题也没人可以回答 。	1
2g拖vista还是有点吃力的，后盖里面金属框架确实有点像翻新的，寒一个。	0
机器背面似乎被撕了张什么标签，残胶还在。但是又看不出是什么标签不见了，该有的都在，怪	0
优点就是便宜这款机器不带操作系统是在是麻烦，还好自己懂点电脑知识要是个不懂电脑的这个非要被气死为止，首先好像这个机器使用的南桥芯片，还有什么sata接口锁什么来着一般盗版盘放进去压根不能直接安装每次选择安装都是报错，只能下载支持南桥的版本装，可是本人比较喜欢WINPE所以还是用我的pe来装但是进入居然认不到 C 盘超级郁闷，后来发现这个要另外一个集成版的pe才能显示出c盘马上下载安	1
散热有点不行。还有店店的确认货款太麻烦了???确认就确认了三天！	0
整体外型比照片好看很多，外壳也有防指纹的设计，发热量也可接受。	1
收到货打开后发现机身键盘严重变形的，希望京东能处理好，我希望退货。。	0
机器第一眼看上去很大方，触控的面板也很新颖，让我觉得很超值，在屏幕方面感觉有点不太适应，在这个价格段上，应该属于比较超值的，当然如果有更多的消费者熟悉有一定价格优势 。。。。	1
发热是普遍的，不过从07年我就开始使用的6515b的情况看，这个热是没有带来任何问题的，你不要常用手去摸当它不存在好了，除非你要煮鸡蛋，哈哈	0
指纹还能忍受吧，但觉得键盘不是贴得很结实，敲上去啪啪的，再就是屏幕光线看久了有些累	0
CF卡和无线网卡(非USB)无法插到电脑中使用;VISTA系统不爽,想改装WINXP;	0
优点： 外观够有型，配置很不错，价格合理，非常适合商务使用 不足： 光驱偶尔声音真的很大，底部发热量很大。 总结： 特价4999的价格购买还是很超值的，值得	0
开始大意了，直接格式化安装XP，发现失败。搞了几个小时才装好。有磨损的迹象，特别是八个gateway徽标。	0
散热一般，鼠标有点小。最大的问题是第一次开机就听到底部有一个风扇的声音不正常，特别响！打电话到京东客服，给我推到华硕的客服去了。。。用手按了按，发现就是风扇的声音，还不知道怎么解决呢！	0
价格实惠，外观也不错。 内置音箱音量比一般的都大。我的音箱接上去相对来说都小声了。	1
帮我装系统的师傅说，这本子的系统不是一般的难装，所有版本的XP都试过了没法装进去，好像是内部系统的要求比较高，没办法还是装了vista，但使用起来影响不大。	0
有点热，不过可以忍受，对键盘不太满意，觉得显示的颜色亮度有点高还是什么原因，反正看着不太舒服，调了一会没调好	0
配件太少了，我买的是高配版的，居然就一主机，一电源，一大点，没了。没有鼠标，内胆包，外包就更别提了，擦布也别想，应该再配一标电。	0
性价比很好，4199元很值！看到别人的评价说：发热有点大，我用了半天，就是笔记本左侧的出风口热，其它位置都不热。	1
1完美屏（上帝保佑）2散热没有那么多问题3安装系统还好了，我用的是新萝卜系统3.0，然后大家可以参考http://wuyilala.com/index.php/2009/06/09/14/08/03/，注意一下“第四步”，一切就ok啦！cpu真的很强悍很强悍。	1
价格好，机器做工好，能用这个价位买到小黑，太值了，其他品牌更本不考虑	1
发热量没有解决，散热效果不理想。基本上CPU要保持在50度以上。其次，在促销消息中明明写着支持靓彩技术，可是系统安装完毕后根本就用不了splendid，快捷键fn+c也就不能用。内存的性能稍微差了些。	0
到手的是完美屏，不过可视(清晰)角度比较小，不知是不是笔记本屏幕的通病拿到手后按照说明书三放三充（说的是三充三放，但打开就是93%的电），放电的时候开着无线放歌，估计能有4个小时左右吧，真的超出了我的预期。重量也比想象中轻些，中等水平吧没有什么多余的乱七八糟的东西，特别是音量调节钮是按键的而不是触摸式，触摸式完全不实用	1
价格比较实惠，看着也挺讨人喜欢的。升级仓上没易碎标签，不知道是不是鼓励升级？或者是忘记贴了？？包装盒上有完好封条。	1
性能不错，综合不错！速度很快！外观还挺满意的，大小适中。发货速度也超快，我昨天下午订购的，今天中午就收到了。	1
独特的钢琴漆镜面，很另类，开始上面粘了胶还以为是划痕呢，虚惊一场；有着Thinkpad一贯的厚实感，虽然是这个品牌的低端产品但是也好过于其他的品牌。	1
完美的金属外壳, 完美的键盘手感, 整体模具的精度令人称赞. 带有VGA接口对我来说是必须的, 自带的日立250G硬盘号称有7200的速度, 5400的发热和耗电(5.5w), 实际使用比mini1000的1.8寸东芝盘快很多.	1
外观简洁大方配置均衡各种随机软件易用性很强说明书介绍很清楚	1
外观不错，我比较喜欢整体都是黑色的本本，所以我对此本非常满意！另外，本本整体感觉本本很结实！	1
我用的EX400,这次帮同学选这款，感觉两个都很不错，这款屏幕大，爽。	1
1 C面温度稍高，但在可接受范围；适配器在充电时会高热，说明书中倒是有提醒2 字母大写键的开关没有指示，在输入密码时要注意了	0
CPU确实较慢，开机需要较长时间，建议将启动项尽量减少，续航能力较差，电池只能维持2小时30分左右。	0
外观，键盘，性能和电池都挺不错，但就是进不了系统，郁闷啊。硬盘嘎吱响，怀疑有问题。虽然楼上有人讲F9导入系统可以解决问题，但验货的时候可不知道，京东的售后也没提这个方法，直接换货了，还是换个新的保险	1
左侧usb接口靠的太近，外接设备大点。就不能同时插。光驱声音不是一般的大啊。手写软件是鸡肋，没什么用。Express扩展卡插槽不是通用型，难道是以后的趋势。以前买无线网卡不能用了。	0
比较实用的机器，加内存时一看背后没有能开的小盖子，应该是在掌托下面，还是打了8009908888问了一下。拆开看了就会知道散热做的相当好，机器用料很到位，相当结实。	1
这个机器的价格和赠品简直无敌了，小本子很轻巧。功能强劲！希望京东以后对退出此类的活动！	1
本子性能办公够用，屏幕清晰，键盘手感很好，接口基本完好。不知道质量到底怎样，靠时间说话了。提心吊胆得一个月吧。	1
DELL经典本，性价比超高，去年帮同事买了两台，这次再帮父亲买一台，都非常满意	1
缺点还是大家都认同的屏幕太亮的问题，本人通过NVIDIA一些彩色设置将屏幕的亮度和对比度调低了些，勉强能够接爱，但同台式机相比色彩上还是有点差异，因此只能4分，而且屏幕的可视角度不高。	0
太小了，用惯了台式一下子转小本挺不习惯。比想像的重。用时没有9.5小时，大概6小时吧。没有自带office，我自己装了，于是每天被提醒使用正版……有点烦……	0
1，电池不够强大,续航差点2，内存少了点,3，无线网络的开关不好. 4，某个键盘松动5，offcie软件是试用版	0
虽说费了九牛二虎之力才把系统装上，感觉用着不错，速度很快，散热还好，屏幕完美屏，色彩显示不错。	1
呵呵，一分钱一分货，公司用，公司的本本也分三六九等，这些本是给新人用的，配置差不多，不爱坏就好。	1
1：外观不错，很适合MM用。2：性价比高，该有的功能都有了，因为我是3699购买的，呵呵。3：完美屏，反应速度很快，机器整体功能还在测试。4：顺带着说一下京东为什么要选择邮政物流呢？广州到深圳，第一次订单托了4天没到手，等到的是降价300。高兴啊，立刻取消订单，重新再定，自提。	1
1.稍微有点厚2.对硬盘做了一个初步测试，读写速度一般，但cpu占用率较高。3.随机附带的驱动光盘只有vista驱动，无法适用于XP4.读卡器插入有点卡，不方便。	0
做工一流，外形漂亮，显卡很棒，奥特兰星品牌扬声器，手拖处有金属质感，各种接口比较齐全	1
帮朋友买的,她犹豫了七八天,终于在18日下定决心,3299,用了张2000-100的券,3199拿下,19日下午就开始断货了.性价比很高,三千出头,DVD刻录、视频头、高清接口、无线 办法挑剔了，而且还三年保,帮人帮到底,花了一个下午装上xp，跑起来感觉还挺快，驱动也不像大家说的那样难装，建议还在摇摆不定的朋友，如果有货就赶快抢。	1
外观较保守；重量不轻；摄像头效果极差，形同虚设；发热量较大，夏季必须配合散热器用。	0
相当高的性价比 极力推荐 不管从哪方面来说硬件都没有太大的问题 对于一般的人来说绝对够用了	1
轻小可人，容量大，速度快，外壳色泽光感都不错……对于准备求婚的哥哥是个不错的选择哦！	1
运气超不好，买来开箱向下方向键就是坏的，要我打的去ACER维修站开检测单，然后还要网上填表申请保修...完全就把网上购物的缺陷体现出来了--一出问题就麻烦。希望京东尽快帮我解决。屏幕只能开90度。	0
噪音稍大，再就是装XP系统确实蓝屏的几率比较大，装VISTA算了，别的缺点暂时真没发觉，水平有限	0
指纹收集器，外壳工艺较差、偏软，发热量较大。人品不好，发现1个暗点，都没地哭去。。。你索性3个点吧，我倒是能换机器啦，郁闷ing	0
摄像头不清楚，散热一般，说是商务型的，散热还是不怎么样！华硕屏的亮度都不好，声音小，音质比以前的强，原来的本音质真的很垃圾	0
外观漂亮，改装XP也顺利，但还有3个未知设备没搞定。不管怎样机器性能没得说。	1
个别按键加工有些粗糙，表面不够光滑，用三维软件画图时曾出现过一次蓝屏，重启后没有再出现此问题，可能是误操作；说是13.3寸屏幕，看起来像14寸的，拎在手里有点重；送货员要求先付款再验货有些不爽；	0
玩游戏和做设计还可以 ,用的XP系统,2G内存可以开3个虚拟机,可以同时开Adobe一套和AptanaStudio, 外加魔兽, 还流畅 不卡  不错了	1
屏幕设计的有点小了，很宽的留边，有点浪费；机子刚才出现了蓝屏，请问是怎么回事？刚买完就来新的优惠了，以后对京东要小心些了。都不说提醒一下。	0
usb接口太少了，而且都在左侧。 用时间长了键盘很热，但是运行稳定。 装ghost系统，会死机，要从官网下载网卡驱动。 内存只有1g。官网上的xp的驱动做的太烂了，摄像头到现在都没装上。	0
显示屏不错，键盘也很好。而且右边有小键盘，输入数字方便快捷多了。	1
1、不带正版系统，所以改装xp时，hp售后不帮忙重装体统，花了100块钱找电脑城的商家装，而且商家说这是特工机，那个商家技术部花了3个小时才装上了所有驱动~~2、电量用的快，大概也就2-3小时没电	0
轻便，不过12的本散热还是个问题，用时间长了，键盘附近热气袭人。整体感觉不错，不过硬盘没分区只有一个C盘，1G跑VISTA兼职就是扯淡，建议其他朋友加到2G以上。预装的软件有点多，开机有点慢，不过可以接受，建议优化下启动项。	1
机子没发现什么缺点，就是京东的服务好像不怎么的，5号就完成了付款，订单到今天才完成	0
很重,背出去很累.好象屏幕上有个亮点,不过很小(屏本来就很小,呵呵),不明显,不过这种好象不算质量问题?不是很懂,不明显也就算了.......	0
3999买的，配置不错。现在还可以在同方网站上用积分兑现一个悦读网和一个巧巧英语的卡，号称600当然不值。	1
笔记本不错，京东不够厚道，钻石抢的和现在促销价没差几分，这不是忽悠我们钻石一族吗？？？	0
不是镜面屏；风扇从开机就没停，声音比较大；稍微重了点；快递不负责任，居然不是让我本人亲自签收	0
外观简洁漂亮、重量也比较轻，配置的话，就大学生而言绝对够用了。散热性也比我自己的hp要好。	1
价格便宜。比较轻，省电。附带XP、vista驱动光盘，这点比thinkpad要强，不用到网站上自己找，很方便	1
系统难搞，用了一天时间，把xp装好，后来又装成vista了，因为不大需要玩游戏什么	0
1、45nm的处理器，DDR3内存，一定程度上降低了功耗，因此散热表现尚可，但不优秀；2、装机简单，进入BIOS改了硬盘设置后直接XP SP3装到底；	1
重量沉了点，屏幕不是镜面的，屏幕变宽有点大，看模具上个12寸的屏幕应该问题不大的	0
1、1G内存不足2、屏幕左边有很大缝隙，3、没有任何驱动盘，自己去找费事4、接口是竖的，不方便	0
性价比还好，重量较轻（比想象中轻）；由于使用了14寸16：9的LED显示器，显示效果有所改观，运用了ACER的节电技术，电池续航能力有所提升，仿巧克力式键盘用起来比较舒服。	1
屏幕15.4的，宽屏16：10看电影不错内存一个G键盘我就不说了，IBM的键盘是世界公认手感和质量最好的硬盘250G，我一般是下载的480p的mkv格式的电影，一部电影也就1.5GB左右，哈哈，这个硬盘装了一百多部电影是绰绰有余的CUP是双核的1.6G主频，虽然是比较低端的赛扬系列，但是只要不是运算大型的专业软件什么的，同酷睿、奔腾的差距是基本区分不出来的	1
全新行货（我的机子是5月27日出厂的），配置合理，性能突出。做工还行。另外赞赞京东，送货那个快啊。。。。	1
没有蓝牙，还有就是包装箱上写的很清楚是2个USB口，客服为什么总是回答说是3个USB口呢？再不改过来有点欺诈的嫌疑了	0
LED屏幕  很薄外观造型不错配置满足主流应用性价比不错提供了外置光雕刻录机 很方便重量控制的还可以	1
但今天提货时，总部自提点的服务不是很好，可能人员不多，我问的问题给我回复的不是很满意。	0
第一 散热一般。。。用了一会托腕处就发烫了?第二 液晶屏和主机部分的圆柱形转轴太粗了。。。影响整体美观。。。电源按键设计学的sony的本吧。。。第三 预装的系统太?了。。。	0
完美支持XP，不敢买HP和ACER就是怕不能装XP，这台终于没让我失望，BIOS里ACHI选择IDE就可以了，所有XP驱动在联想网站输入产品编号都能下载到，4999价格也比较合理，屏幕不错，散热一般，用一段时间，触摸板就发热了，外接鼠标如果需要禁用掉触摸板，需要先装个老版的，选择“当存在USB定点装置时禁用TOUCHPAD”，然后再装新版的才行，直接装新版，没有这个选项！	1
内存是2条，若升级，必须废除至少一条，有点浪费，该为用户着想一点。USB接口有点紧，内存藏盖板偏紧，硬压才能盖平。	0
圆通速度挺快的，25号晚上广州上车扫描，27号上午就到福鼎市了；显示细腻，键盘手感好，方正，外观线条明朗	1
本本的发热量大，而且重，如果轻些就好了再就是东西拿到时，为了装XP系统把人磨死了	0
外观很养眼速度还行系统难装还好寝室有位高手同学啊不过也是费了半个小时啊	1
散热一般,已开始还以为安装系统的时候温度较高,后来发现实际使用起来底部也是很热的,最好搭配散热装置,做工比较细致,但细致处不够完美,合上盖子有一点点倾斜	0
不错，帮朋友选的，朋友比较满意，就是USB接口少了，而且全是在左边，图片有误	0
外观很不错，速度也可以，买回来重装系统后连续开了两天下载，很正常。	1
标配的内存是2条1G的三星内存，把两个内存插槽都占了，要升级就要浪费1条标配内存，如能改为单条2G就更好了。Vista不好用，我升级到3G内存都不太够，同样的成本还不如预装成XP。	0
格式化linux,不过删除不了，总是运行grub命令，搞死了。不会用，也没装上windows xp.回来给别人弄了一晚上，还是没有装上去。不知道哪位高手能够教教我。	0
Win7全兼容，只需手动安装acpi驱动。 ubuntu9.04全兼容，建议装eeebuntu3.0，可支持软开关蓝牙无线摄像头。	1
价钱不错，sis的芯片组在使用中，速度很快，没感到有什么区别，可能intel广告做的好，呵呵！！！	0
键盘比较容易进灰尘，声音一般，不够大，而且感觉声音调节按键很硬	0
外形简约，性能强劲，能够满足多数办公和影音娱乐需求，系统装的也很快，注意网卡的安装与其他驱动程序安装的方法稍有不同，需要注意。	1
电池够劲，底部也没有突出。运行XP速度可以接受，风扇噪声也不大。92%键盘打字比较顺畅。雾面屏不反光，看久了眼睛不酸。	1
时尚外观格调不凡、高清播放和3D处理能力强、速度快、吸合式开关轻松从容	1
17号下的单20号因为急用（朋友生日）所以放弃了赠品杀毒软件，不然提不到货，听说是赠品缺货。	0
如果带蓝牙就更好啦！液晶没有IBM的那个宽差十几MM，长度差不多。价格如果可以更优惠点就好啦！	0
散热不佳，底盘的热量较大，硬盘基本在50度以上VISTA软件给的是家庭基础版，而不是介绍中说的家庭高级版（请京东给出解释～～）比较重，便携性差。	0
比市场价格便宜几百块，质量不错，功能齐全，性能满足普通家庭使用和工作用，散热还可以。	1
不过装vista系统是最好的，我安装了两次不同的ghostXP都有些小问题，最好只能装vista现在还未发现不妥的地方	1
本本质量不错，值得信赖；另外，京东的服务的确很快，服务态度也挺好。赞一个！！！！	1
667M的总线,却搭配DDR2 533的内存,十分不合理,重量确实偏重,但比起一般的笔记本还是轻的多,底部中心的发热量比较大,但目前25度左右的气温,还算可以接受.	0
昨天买了这个本本，收到后一看开始搞活动送内存，送硬盘了....订单完成了也没有办法了...感觉有点不厚道啊	0
为什么玩魔兽争霸有的时候会卡?完流行蝴蝶剑直接显示不出来,甚至黑屏.512的显卡还这么垃圾?	0
这个价位的15.4寸屏幕性价比较高。送货也很快，我是江西九江的，前后两天就到了。	1
作为上网本，屏的分辨率还是越大越好，HP的只是1024x576,虽然Gateway 也只有600,但大这点也是好的。实际用了就只知道。	1
性价比很高~~~显卡是3430 不错~~~~~装一个萝卜花园的ghost版就全部驱动都有了~~~很方便~~~比HP的方便多了~~~	1
质量没说的，就是冲着小黑去的~完美屏~~HOHO~~可是装了XP后，电源驱动和键盘声音控制键不管用，还在研究中~	1
电池很不耐用，没开无线，没开声音，没开最大亮度，只能用90分钟左右，不知道我的是不是个案	0
买来要自己装系统，麻烦！AMD散热不太好！反应有点慢！价钱和我们这边的商场差不多！没实惠！	0
外观、内饰都不错。性价比比较高。散热还好。京东送货的速度和服务都是一流的。	1
没有使用说明,光盘里的电子说明书也没多少内容.此外,降价了.虽然只是11元.我想再过几天我可能还会受打击的.认 了.	0
1.基本配置完善－1.6GHZ芯片，1G内存，160G硬盘，1024*600显示，无线网卡，130万象素，3个USB口2.白色小本造型比较漂亮，女孩子购物考虑时重要的一点3.电池功能强劲（选择它的最重要的部分，代价是更多的重量），单浏览网页能有6-7小时的使用时间4.散热真的不错，用了几个小时也不烫	1
郁闷 果然是低端的产品 送来的第一台是没有tab键的 换货的第二台是有外观瑕疵的	0
风扇声音不小，间歇性的；这款机器在开机键那是没有一小行触摸屏，购买请注意；本本扬声器一般，我宿舍女生买了个东芝的，音效不如她的那个，但是综合比起来我的要漂亮的很多，哈哈，有很大安慰	0
1. 做工差强人意，打开屏幕的时候摄像头地方居然会响（面板陷进去了），勉强接受吧，不影响使用；2.屏幕的转轴有一个地方的盖板会动，但是不影响使用；3.DVD驱动器做的一般，读光盘时声音比较响；	0
静音快捷键不灵,有时是静音,有时打开的是IE浏览器,触摸屏烫手,上面可以煎鸡蛋,京东人做生意很不老实,GL40的芯片组不标出来,以为是G45,感觉真的在受骗,GL40垃圾中的垃圾,典型的入门型笔记本!	0
1、机器较沉2、VISTA用起来不习惯，且占系统较多3、音频插口、右前侧的二个USB口在用鼠标时感觉手靠得太近了	0
想请问下怎么HD3200的显卡我用完美解码播放1080P的WMV时CPU占用率90%以上而且会卡？已经打开硬件解码啊。。。	0
东西很小巧，外观挺漂亮的，有珍珠漆的效果，外观工艺做的还是不错，塑料模具不错，速度也挺好的。	1
同等配置下比别的贵不少，大品牌是要广告费的！光驱装得和有点凹陷，添装内存也有点麻烦，不过瑕不掩瑜！	0
便宜啊，性价比高，送了那个了那么多东西，呵呵，安装系统很方便，只要把硬盘传输改成IDE，直接格调Linux就可以装了，超级简单，哈哈，样子比想象的好，还是samsung完美屏，不错不错	1
体积小，性能还不错，已经拿到了，呵呵，感觉没有差评里面说得那么玄乎啊，看来还真有枪手。说实话性价比很高，我是个学生，目前正在用她做毕业设计，1G内存跑OPNET没有任何问题！哈哈，爽，赞京东一个！	1
不足， 大概就是同时打开 多个网页时会有些慢，哈哈，这是可以想象得到 的啦。	0
用了6年的THINKPAD,一直认为是笔记本中最好的!现在这台新的让我......哎!!	0
我是出差在沈阳，本来我以前已经买过一个，这次的本本是帮朋友买的，比原来的性能和配置有所提高，但是价钱反倒降下来了，提高的地方主要有两处：一、N270提高到N280，六芯锂电的容量从4400毫安提高到了5200毫安，很值得购买，我用了两个月，样样功能都很好！	1
外观设计的好，做工精美，京东快递速度也很迅速，特别是2699-100的价格简直无可挑剔！	1
BIOS设置非常好！为了方便用户更换新的系统，在BIOS里设置了一键抹除硬盘所有内容！方便了不适用随机系统的人更换新系统！	1
本子的酒红色没有想象中的好看耀眼，没啥软件，都要自己装，有点麻烦，呵呵！另外，试机的一会功夫，就蛮热的，似乎散热不太好！	0
买之前看过一堆评测，加之EeePC的前一代10寸本我也用过，所以看到它的电池评测后就是它了！三星NC10电池跟它有一比，可价格没得比，比它贵400块！使用了几天，主要躺床上看网页，看美剧，一晚上之后电池还有余量。禁用它的触摸板，配上自己买的雷柏7100无线鼠标，嘿嘿，只能用两个字形容：安逸！	1
呵呵，收到电脑之后首先重装XP，四个小时的时间，记住一定要先在主板BIOS里面把sata关掉就可以了，安装xp以后也还是要关闭状态，否则xp进不去。之	1
其它配置还算好，不过1G内存运行VISTA肯定不够。正版系统却不带VISTA的光盘，让人不能接受。	0
3999抢到的，这个配置这个价格真的很合算了！键盘手感很好！外观也漂亮，重量也合适！	1
键盘R键接触不是很好，必须用力按才行，希望用多了会改善。耳机插口，才进去时很松，快要到底时又很紧，微有瑕疵，不过可以接受。	0
前在下班的时候上单的，准备昨天中午下午的时候拿货，昨天下午13点多到的时候还没有准备好，等了十几分钟取货。	1
个人不推崇上网本，觉得有点鸡肋，帮朋友买的。。试用后感觉适合手比较小的人使用，至少我自己打键盘还是觉得不太舒服，而且容易打错。。续航时间比其他上网本要长很多，大约在6.5到7个小时，虽然没有达到宣称的9小时，但已经是不错了。	1
散热好..样子帅..性能也不错.造型有商务风格。小红点不错 一直用它呵呵.还有原装鼠手感很好..	1
系统第一次弄，有点棘手。会了以后还想再装一次，可惜没这个机会了。。。。	0
关合和正面有1厘米左右的缝隙,内存是从正面拆开触摸板安装的,有点不顺手.	0
很漂亮的本本，很实用，运行速度也很快:) 颜色也非常好看，超级喜欢	1
关注了很久，性价比很高，装了系统下了驱动跑的很溜，外观也相当不错	1
性价比高，找了好多商场都没有找到合适的，同样的东西别的地方好贵。	1
外观继承了IBM的风格 配置也不低 4000下的最好选择了 屏幕够大 看电影也足够	1
xp比较难搞，但是经过一番努力，还是装成功xp，驱动和快捷键一个都不少！	0
配置对得起这个价格，运行稳定。大气。到电脑城花了20分钟装了个GOUST版本XP3 该有的驱动都有了，意外！自己就从盘里装了个指纹！发货还算快3天到！	1
1.用了很多方法制作u盘启动盘都不能u盘启动.2.电脑发热比较厉害3.触摸板没有其他牌子的好用,灵敏度怎么调怎么不是!4.屏幕分辨率比较低.没有袋子5.键盘字母颜色不突出,找键盘麻烦.	0
装XP系统超超超级麻烦，两个人弄了一个下午和晚上。要是没有LINUX系统就超容易，死LINUX系统搞的我半死。。	0
就是装系统 很麻烦，用GHOST盘装会启动不了， 出现什么GRUB，后来我用的安装盘才搞定。但是晚上夜深人静的时候， 只要我一操作电脑就听到滴滴的硬盘声音，不知道是否正常？	0
1、配置不错，价格可以接受2、散热好，用十多小时后机器升温不大，CPU55度，硬盘49度3、小键盘比较方便4、机器运转声音较轻，没有明显的风扇声5、屏很好，笔记本中算较大的，玩游戏、看视频爽，声音也不错	1
这个价位配置不错，键盘用起来舒服，长得也还好。送得东西也很实惠哈。	1
优点：这个笔记本性能好的，适合女生用，而且是粉色！建议如下：1，请改下大订单的支付方式，如果可以直接用信用卡网上支付会更方便。目前想招商银行的信用卡网上消费500以下的。每次我都要用支付宝的方式来用的，但是为什么用它购买机票的时候，大于500的可以直接网上刷呢？请你跟银行沟通下这个问题	1
和用过的独显本本一样: 散热有点差 ,酒红色没有理想的艳,深暗红色,本本厚了点.	0
